"Filename","Category","MaterialFile","Texture","ColorTransform","PixelXForm"
"animal goatnubian map.tga","Animal","D:\AI_upscaling\AoMEE\reports\materials_xml\animal goatnubian fat_walka_1.mtrl.xml","Animal GoatNubian map","0",""
"animal goatnubian map.tga","Animal","D:\AI_upscaling\AoMEE\reports\materials_xml\animal goatnubian fat_walka_2.mtrl.xml","Animal GoatNubian map","4",""
"animal goatnubian map.tga","Animal","D:\AI_upscaling\AoMEE\reports\materials_xml\animal goatnubian_boreda_0.mtrl.xml","Animal GoatNubian map","0",""
"animal goatnubian map.tga","Animal","D:\AI_upscaling\AoMEE\reports\materials_xml\animal goatnubian_boreda_1.mtrl.xml","Animal GoatNubian map","0",""
"animal goatnubian map.tga","Animal","D:\AI_upscaling\AoMEE\reports\materials_xml\animal goatnubian_boreda_2.mtrl.xml","Animal GoatNubian map","4",""
"animal goatnubian map.tga","Animal","D:\AI_upscaling\AoMEE\reports\materials_xml\animal goatnubian_deatha_0.mtrl.xml","Animal GoatNubian map","0",""
"animal goatnubian map.tga","Animal","D:\AI_upscaling\AoMEE\reports\materials_xml\animal goatnubian_deatha_1.mtrl.xml","Animal GoatNubian map","0",""
"animal goatnubian map.tga","Animal","D:\AI_upscaling\AoMEE\reports\materials_xml\animal goatnubian_deatha_2.mtrl.xml","Animal GoatNubian map","4",""
"animal goatnubian map.tga","Animal","D:\AI_upscaling\AoMEE\reports\materials_xml\animal goatnubian_idlea_0.mtrl.xml","Animal GoatNubian map","0",""
"animal goatnubian map.tga","Animal","D:\AI_upscaling\AoMEE\reports\materials_xml\animal goatnubian_idlea_1.mtrl.xml","Animal GoatNubian map","0",""
"animal goatnubian map.tga","Animal","D:\AI_upscaling\AoMEE\reports\materials_xml\animal goatnubian_idlea_2.mtrl.xml","Animal GoatNubian map","4",""
"animal goatnubian map.tga","Animal","D:\AI_upscaling\AoMEE\reports\materials_xml\animal goatnubian_idleb_0.mtrl.xml","Animal GoatNubian map","0",""
"animal goatnubian map.tga","Animal","D:\AI_upscaling\AoMEE\reports\materials_xml\animal goatnubian_idleb_2.mtrl.xml","Animal GoatNubian map","4",""
"animal goatnubian map.tga","Animal","D:\AI_upscaling\AoMEE\reports\materials_xml\animal goatnubian_idlec_0.mtrl.xml","Animal GoatNubian map","0",""
"animal goatnubian map.tga","Animal","D:\AI_upscaling\AoMEE\reports\materials_xml\animal goatnubian_idlec_1.mtrl.xml","Animal GoatNubian map","0",""
"animal goatnubian map.tga","Animal","D:\AI_upscaling\AoMEE\reports\materials_xml\animal goatnubian_idlec_2.mtrl.xml","Animal GoatNubian map","4",""
"animal goatnubian map.tga","Animal","D:\AI_upscaling\AoMEE\reports\materials_xml\animal goatnubian_walka_0.mtrl.xml","Animal GoatNubian map","0",""
"animal goatnubian map.tga","Animal","D:\AI_upscaling\AoMEE\reports\materials_xml\animal goatnubian_walka_1.mtrl.xml","Animal GoatNubian map","0",""
"animal goatnubian map.tga","Animal","D:\AI_upscaling\AoMEE\reports\materials_xml\animal goatnubian_walka_2.mtrl.xml","Animal GoatNubian map","4",""
"building g wallsage2.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\atlantissinking_10.mtrl.xml","Building G WallsAge2","4",""
"building g wallsage2.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\atlantissinking_11.mtrl.xml","Building G WallsAge2","0",""
"building g zues wonder01.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\atlantissinking_4.mtrl.xml","Building G Zues Wonder01","4",""
"building g zues wonder01.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\atlantissinking_5.mtrl.xml","Building G Zues Wonder01","0",""
"building e lighthouse.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\atlantissinking_6.mtrl.xml","Building E Lighthouse","0",""
"building e lighthouse.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\atlantissinking_7.mtrl.xml","Building E Lighthouse","4",""
"building g roofage1.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\atlantissinking_9.mtrl.xml","Building G RoofAge1","0",""
"building c tower age2.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c castle age3_4.mtrl.xml","building c tower age2","4",""
"building c tower age2.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c castle age3_death_4.mtrl.xml","building c tower age2","4",""
"building c tower age2.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c dock age1_5.mtrl.xml","building c tower age2","4",""
"building c tower age2.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c dock age1_death_5.mtrl.xml","building c tower age2","4",""
"building c tower age2.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c guardtower_1.mtrl.xml","building c tower age2","4",""
"building c tower age2.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c guardtower_death_1.mtrl.xml","building c tower age2","4",""
"building c fortified wall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c settlement fortified_death_4.mtrl.xml","building c fortified wall","0",""
"building c wonder temple.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c temple con3_0.mtrl.xml","building c wonder temple","4",""
"building c earthen wall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c wall earthen connector_0.mtrl.xml","building c earthen wall","4",""
"building c earthen wall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c wall earthen connector_death_0.mtrl.xml","building c earthen wall","4",""
"building c earthen wall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c wall earthen long stage1_0.mtrl.xml","building c earthen wall","4",""
"building c earthen wall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c wall earthen long stage2_0.mtrl.xml","building c earthen wall","4",""
"building c earthen wall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c wall earthen long stage3_0.mtrl.xml","building c earthen wall","4",""
"building c earthen wall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c wall earthen long stage3_death_0.mtrl.xml","building c earthen wall","4",""
"building c earthen wall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c wall earthen long_0.mtrl.xml","building c earthen wall","4",""
"building c earthen wall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c wall earthen medium stage1_0.mtrl.xml","building c earthen wall","4",""
"building c earthen wall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c wall earthen medium stage2_0.mtrl.xml","building c earthen wall","4",""
"building c earthen wall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c wall earthen medium stage3_0.mtrl.xml","building c earthen wall","4",""
"building c earthen wall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c wall earthen medium stage3_death_0.mtrl.xml","building c earthen wall","4",""
"building c earthen wall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c wall earthen medium_0.mtrl.xml","building c earthen wall","4",""
"building c earthen wall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c wall earthen short stage1_0.mtrl.xml","building c earthen wall","4",""
"building c earthen wall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c wall earthen short stage2_0.mtrl.xml","building c earthen wall","4",""
"building c earthen wall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c wall earthen short stage3_0.mtrl.xml","building c earthen wall","4",""
"building c earthen wall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c wall earthen short stage3_death_0.mtrl.xml","building c earthen wall","4",""
"building c earthen wall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c wall earthen short_0.mtrl.xml","building c earthen wall","4",""
"building c fortified wall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c wall fortified connector_0.mtrl.xml","building c fortified wall","4",""
"building c fortified wall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c wall fortified connector_death_0.mtrl.xml","building c fortified wall","4",""
"building c fortified wall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c wall fortified long stage1_0.mtrl.xml","building c fortified wall","4",""
"building c fortified wall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c wall fortified long stage2_0.mtrl.xml","building c fortified wall","4",""
"building c fortified wall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c wall fortified long stage3_0.mtrl.xml","building c fortified wall","4",""
"building c fortified wall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c wall fortified long stage3_death_0.mtrl.xml","building c fortified wall","4",""
"building c fortified wall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c wall fortified long_0.mtrl.xml","building c fortified wall","4",""
"building c fortified wall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c wall fortified medium stage1_0.mtrl.xml","building c fortified wall","4",""
"building c fortified wall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c wall fortified medium stage2_0.mtrl.xml","building c fortified wall","4",""
"building c fortified wall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c wall fortified medium stage3_0.mtrl.xml","building c fortified wall","4",""
"building c fortified wall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c wall fortified medium stage3_death_0.mtrl.xml","building c fortified wall","4",""
"building c fortified wall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c wall fortified medium_0.mtrl.xml","building c fortified wall","4",""
"building c fortified wall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c wall fortified short stage1_0.mtrl.xml","building c fortified wall","4",""
"building c fortified wall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c wall fortified short stage2_0.mtrl.xml","building c fortified wall","4",""
"building c fortified wall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c wall fortified short stage3_0.mtrl.xml","building c fortified wall","4",""
"building c fortified wall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c wall fortified short stage3_death_0.mtrl.xml","building c fortified wall","4",""
"building c fortified wall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c wall fortified short_0.mtrl.xml","building c fortified wall","4",""
"building c great wall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c wall great connector_0.mtrl.xml","building c great wall","4",""
"building c great wall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c wall great connector_death_0.mtrl.xml","building c great wall","4",""
"building c great wall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c wall great long stage1_0.mtrl.xml","building c great wall","4",""
"building c great wall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c wall great long stage2_0.mtrl.xml","building c great wall","4",""
"building c great wall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c wall great long stage3_0.mtrl.xml","building c great wall","4",""
"building c great wall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c wall great long stage3_death_0.mtrl.xml","building c great wall","4",""
"building c great wall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c wall great long_0.mtrl.xml","building c great wall","4",""
"building c great wall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c wall great medium stage1_0.mtrl.xml","building c great wall","4",""
"building c great wall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c wall great medium stage2_0.mtrl.xml","building c great wall","4",""
"building c great wall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c wall great medium stage3_0.mtrl.xml","building c great wall","4",""
"building c great wall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c wall great medium stage3_death_0.mtrl.xml","building c great wall","4",""
"building c great wall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c wall great medium_0.mtrl.xml","building c great wall","4",""
"building c great wall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c wall great short stage1_0.mtrl.xml","building c great wall","4",""
"building c great wall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c wall great short stage2_0.mtrl.xml","building c great wall","4",""
"building c great wall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c wall great short stage3_0.mtrl.xml","building c great wall","4",""
"building c great wall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c wall great short stage3_death_0.mtrl.xml","building c great wall","4",""
"building c great wall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c wall great short_0.mtrl.xml","building c great wall","4",""
"building c stone wall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c wall stone connector_0.mtrl.xml","building c stone wall","4",""
"building c stone wall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c wall stone connector_death_0.mtrl.xml","building c stone wall","4",""
"building c stone wall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c wall stone long stage1_0.mtrl.xml","building c stone wall","4",""
"building c stone wall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c wall stone long stage2_0.mtrl.xml","building c stone wall","4",""
"building c stone wall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c wall stone long stage3_0.mtrl.xml","building c stone wall","4",""
"building c stone wall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c wall stone long stage3_death_0.mtrl.xml","building c stone wall","4",""
"building c stone wall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c wall stone long_0.mtrl.xml","building c stone wall","4",""
"building c stone wall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c wall stone medium stage1_0.mtrl.xml","building c stone wall","4",""
"building c stone wall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c wall stone medium stage2_0.mtrl.xml","building c stone wall","4",""
"building c stone wall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c wall stone medium stage3_0.mtrl.xml","building c stone wall","4",""
"building c stone wall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c wall stone medium stage3_death_0.mtrl.xml","building c stone wall","4",""
"building c stone wall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c wall stone medium_0.mtrl.xml","building c stone wall","4",""
"building c stone wall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c wall stone short stage1_0.mtrl.xml","building c stone wall","4",""
"building c stone wall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c wall stone short stage2_0.mtrl.xml","building c stone wall","4",""
"building c stone wall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c wall stone short stage3_0.mtrl.xml","building c stone wall","4",""
"building c stone wall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c wall stone short stage3_death_0.mtrl.xml","building c stone wall","4",""
"building c stone wall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c wall stone short_0.mtrl.xml","building c stone wall","4",""
"building c tower age2.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c watchtower_1.mtrl.xml","building c tower age2","4",""
"building c tower age2.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c watchtower_death_1.mtrl.xml","building c tower age2","4",""
"building c wonder temple.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c wonder temple con3_0.mtrl.xml","building c wonder temple","4",""
"building c wonder temple.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c wonder temple_0.mtrl.xml","building c wonder temple","4",""
"building c wonder temple.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building c wonder temple_death_0.mtrl.xml","building c wonder temple","4",""
"building e age2.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building e armory age2_2.mtrl.xml","Building E Age2","0",""
"building e age2.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building e armory age2_3.mtrl.xml","Building E Age2","4",""
"building e age3 accessories.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building e armory age2_5.mtrl.xml","building E Age3 accessories","0",""
"building e age2.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building e armory age2_death_0.mtrl.xml","Building E Age2","0",""
"building e age2.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building e armory age2_death_1.mtrl.xml","Building E Age2","4",""
"building e age3 accessories.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building e armory age2_death_3.mtrl.xml","building E Age3 accessories","0",""
"building e age3 accessories.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building e armory age3_4.mtrl.xml","building E Age3 accessories","0",""
"building e age3 accessories.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building e armory age3_death_2.mtrl.xml","building E Age3 accessories","0",""
"building e age4.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building e armory age4_0.mtrl.xml","building E Age4","0",""
"building e age4.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building e armory age4_1.mtrl.xml","building E Age4","4",""
"building e age4.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building e armory age4_death_0.mtrl.xml","building E Age4","0",""
"building e age4.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building e armory age4_death_1.mtrl.xml","building E Age4","4",""
"building e age4.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building e ballista tower age4_0.mtrl.xml","Building E Age4","0",""
"building e age4.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building e ballista tower age4_1.mtrl.xml","Building E Age4","4",""
"building e age4.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building e ballista tower age4_death_0.mtrl.xml","Building E Age4","0",""
"building e age4.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building e ballista tower age4_death_1.mtrl.xml","Building E Age4","4",""
"building e age2 burnt.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building e barracks 2 destructed_0.mtrl.xml","Building E Age2 Burnt","0",""
"building e age2 accessories burnt.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building e barracks 2 destructed_1.mtrl.xml","building E Age2 Accessories Burnt","0",""
"building e age2.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building e barracks age2_2.mtrl.xml","Building E Age2","0",""
"building e age2.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building e barracks age2_3.mtrl.xml","Building E Age2","4",""
"building e age2.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building e barracks age2_death_0.mtrl.xml","Building E Age2","4",""
"building e age2.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building e barracks age2_death_1.mtrl.xml","Building E Age2","0",""
"building e age3 accessories.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building e barracks age3_3.mtrl.xml","building E Age3 accessories","0",""
"building e age3 accessories.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building e barracks age3_death_2.mtrl.xml","building E Age3 accessories","0",""
"building e age4.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building e barracks age4_1.mtrl.xml","building E Age4","0",""
"building e age4.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building e barracks age4_2.mtrl.xml","building E Age4","4",""
"building e age4.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building e barracks age4_death_0.mtrl.xml","building E Age4","0",""
"building e age4.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building e barracks age4_death_1.mtrl.xml","building E Age4","4",""
"building e age2.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building e dock age2_0.mtrl.xml","Building E Age2","0",""
"building e age2.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building e dock age2_1.mtrl.xml","Building E Age2","4",""
"building e age2.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building e dock age2_death_0.mtrl.xml","Building E Age2","0",""
"building e age2.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building e dock age2_death_1.mtrl.xml","Building E Age2","4",""
"building e age3 accessories.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building e dock age3_2.mtrl.xml","building E Age3 accessories","0",""
"building e age3 accessories.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building e dock age3_death_2.mtrl.xml","building E Age3 accessories","0",""
"building e age2 burnt.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building e granary age2 destructed_0.mtrl.xml","Building E Age2 Burnt","0",""
"building e age2 accessories burnt.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building e granary age2 destructed_1.mtrl.xml","building E Age2 Accessories Burnt","0",""
"building e age2.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building e granary age2_3.mtrl.xml","Building E Age2","0",""
"building e age2.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building e granary age2_4.mtrl.xml","Building E Age2","4",""
"building e age2.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building e granary age2_death_0.mtrl.xml","Building E Age2","0",""
"building e age3 accessories.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building e granary age3_5.mtrl.xml","building E Age3 accessories","0",""
"building e age3 accessories.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building e granary age3_death_3.mtrl.xml","building E Age3 accessories","0",""
"building e age4.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building e granary age4_3.mtrl.xml","Building E Age4","0",""
"building e age4.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building e granary age4_4.mtrl.xml","Building E Age4","4",""
